distilbert_Latest_TextBody_tail,0,0.6878505165661823,84362,72022,0.5394541641088603,0.16682590733538777,0.550855365474339,0.25609403404395964,1.56,1.44,1.38,0.56077917330833,0.17377263724064185
distilbert_Latest_TextBody_tail,1,0.6879437147217194,84357,72027,0.5394221915285451,0.16681020561955,0.5507619851601724,0.25606544170049267,1.56,1.44,1.38,0.5607248780924013,0.17376108049824318
roberta_Latest_TextBody_tail,0,0.68907526595947,133899,22509,0.856087923891361,0.0,0.0,0.0,1.31,1.23,1.22,0.5516963536162909,0.16529438164878665
bert_Latest_TextBody_tail,0,0.6881732713486568,114800,41608,0.7339778016469746,0.17738666306330653,0.2332948285054203,0.20153521397044713,1.63,1.3,1.28,0.5541319085219787,0.16830984752730763
distilbert_Latest_TextBody_tail,2,0.6878081533973242,84358,72026,0.5394285860446082,0.16681020561955,0.5507864569448148,0.2560680865128385,1.56,1.44,1.38,0.5607285099472892,0.17374672871666647
distilbert_Latest_TextBody_tail,3,0.687821444611084,84362,72022,0.5394541641088603,0.16681918501372664,0.5507864569448148,0.2560786663085917,1.56,1.43,1.38,0.5607555442734637,0.17374843686837463
bert_Latest_TextBody_tail,1,0.6880715097388882,114798,41610,0.7339650145772595,0.17738666306330653,0.2332741003998223,0.2015274792754068,1.63,1.3,1.28,0.554110878302446,0.16831436248387252
roberta_Latest_TextBody_tail,1,0.6890581391679741,133898,22510,0.8560815303565035,0.0,0.0,0.0,1.3,1.25,1.24,0.5518002233995272,0.1656417017465244
distilbert_Latest_TextBody_tail,4,0.6877674275633014,84357,72027,0.5394221915285451,0.16679899341954757,0.5507420243490625,0.2560500738506667,1.56,1.44,1.38,0.5606965948658514,0.17373091081820186
bert_Latest_TextBody_tail,2,0.6879317922077791,114799,41609,0.733971408112117,0.17738666306330653,0.23328446399218092,0.2015313465487133,1.63,1.3,1.28,0.5541123807768666,0.16831065683652513
roberta_Latest_TextBody_tail,2,0.6890612530236379,133899,22509,0.856087923891361,0.0,0.0,0.0,1.33,1.24,1.23,0.5517010313917801,0.165359418739303
bert_Latest_TextBody_tail,3,0.6882059224566123,114797,41611,0.733958621042402,0.17738067087795156,0.2332741003998223,0.2015236121505191,1.63,1.3,1.28,0.5541118398013556,0.16831324317908727
roberta_Latest_TextBody_tail,3,0.6890658329871053,133899,22509,0.856087923891361,0.0,0.0,0.0,1.36,1.26,1.24,0.5518162862919849,0.16586721076319166
bert_Latest_TextBody_tail,4,0.6883256932389284,114799,41609,0.733971408112117,0.17738067087795156,0.2332948285054203,0.20153134654871332,1.63,1.3,1.28,0.5541300986933133,0.16830848470679044
roberta_Latest_TextBody_tail,4,0.689211070089412,133899,22509,0.856087923891361,0.0,0.0,0.0,1.28,1.27,1.23,0.5518584430078914,0.16569724584538814
longformer_Latest_TextBody_output,0,0.6578357139488483,133904,22510,0.8560870510312376,0.0,0.0,0.0,1.87,1.58,1.46,0.5651427317005031,0.18046232496898146
TF-IDF_Latest_TextBody,0,0.6928263101757256,40891,115523,0.261428005165778,0.146539996199886,0.856552643269658,            0.2502644644189895,1.26,1.14,1.14,0.5248859623149659,0.15486490916689463
TF-IDF_Latest_TextBody,1,0.6921529866474545,42762,113652,0.2733898500134259,0.14866469300274462,0.8566414926699245,            0.25336031218384164,1.69,1.49,1.35,0.5479846895558003,0.1704562654177949
TF-IDF_Latest_TextBody,2,0.6915413293432682,48323,108091,0.3089429334970015,0.15146084987497047,0.8260772989782319,            0.25598667410053616,1.75,1.65,1.5,0.5606344459219649,0.17849728916660892
TF-IDF_Latest_TextBody,3,0.6909849237888417,53414,103000,0.34149117086705794,0.1543535393441778,0.7984007107952021,            0.258694150161216,1.71,1.75,1.56,0.5681440782960259,0.18253075790050197
TF-IDF_Latest_TextBody,4,0.6904360974869049,58523,97891,0.3741544874499725,0.15742449168795047,0.7694358063083074,            0.26137281088952774,1.72,1.77,1.58,0.573029229876139,0.18477193836740488
TF-IDF_Latest_TextBody,5,0.6899443983836572,63176,93238,0.4039024639738131,0.16048387096774194,0.7426032874278099,            0.26392989658166893,1.69,1.77,1.57,0.5765730337969572,0.18623477071520264
TF-IDF_Latest_TextBody,6,0.6894879827913013,67897,88517,0.4340851841906735,0.16372713841764736,0.7138605064415815,            0.26636276988106583,1.69,1.78,1.57,0.579041474092395,0.18728148070897926
TF-IDF_Latest_TextBody,7,0.6890343190605238,73044,83370,0.46699144577851087,0.16691477484183104,0.6774322523322968,            0.2678364421962272,1.7,1.8,1.56,0.580946802516416,0.18799469977450806
TF-IDF_Latest_TextBody,8,0.6886117050573596,76329,80085,0.4879934021251295,0.16902930592441853,0.6531319413593958,            0.268556658659774,1.69,1.81,1.57,0.5825693683743486,0.1886258456442341
